"id","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"SLV",23.5089,23.3731,23.1023,22.8332,22.5656,22.2993,22.0331,21.7654,21.4933,21.2116,20.9145,20.5964,20.2529,19.8827,19.4887,19.0776,18.6586,18.2424,17.8383,17.4513,17.087,16.7483,16.4296,16.123,15.8222,15.5208,15.2134,14.892,14.5473,14.1697,13.7465,13.2666,12.7287,12.1354,11.4907,10.7965,10.0557,9.2828,8.4973,7.7192,6.9717,6.2761,5.644,5.0841,4.6029,4.2026,3.8786,3.6148,3.3957,3.2118,3.0562,2.9248,2.8155,2.7243,2.6446,2.57,2.4958,2.421,2.3448,2.2655,2.1833,2.0999,2.0188,1.9422,1.8706,1.8037
"SOM",34.3509,34.1171,33.6529,33.1952,32.7441,32.2994,31.861,31.4284,31.001,30.5777,30.1572,29.7383,29.3202,28.9028,28.4872,28.0761,27.6733,27.2814,26.9015,26.5332,26.1738,25.8194,25.466,25.1108,24.7535,24.3931,24.0296,23.6667,23.3096,22.9633,22.6289,22.3063,21.9992,21.7161,21.4679,21.2918,21.2317,21.2945,21.4599,21.6879,21.8915,21.9654,21.8373,21.4726,20.8775,20.104,19.2401,18.3957,17.6569,17.0603,16.6171,16.3059,16.0646,15.8407,15.614,15.37,15.1035,14.8227,14.5339,14.2356,13.9266,13.6072,13.2808,12.9514,12.6219,12.296
"SUR",12.0674,11.9092,11.5923,11.2741,10.9547,10.6342,10.313,9.9919,9.6724,9.3568,9.0481,8.7494,8.4642,8.1956,7.9453,7.7149,7.5046,7.3122,7.1348,6.9706,6.8175,6.6732,6.5362,6.4049,6.2783,6.1559,6.0379,5.9256,5.8198,5.7208,5.6299,5.5493,5.4784,5.4151,5.3562,5.2965,5.2305,5.1538,5.0635,4.9581,4.8374,4.7029,4.5593,4.4113,4.2621,4.1139,3.968,3.8252,3.6871,3.5561,3.437,3.3346,3.2492,3.1793,3.1213,3.0677,3.0091,2.9385,2.8521,2.7499,2.6363,2.5188,2.407,2.308,2.2245,2.1569
"SVK",10.9123,10.2827,9.0813,7.996,7.0267,6.1735,5.4357,4.8113,4.2967,3.8868,3.5742,3.3487,3.1972,3.1036,3.0509,3.0236,3.0104,3.006,3.004,2.9958,2.9755,2.9419,2.8992,2.8506,2.7953,2.7321,2.6599,2.5793,2.4915,2.398,2.3001,2.1997,2.0986,1.9992,1.9036,1.8138,1.7316,1.6569,1.589,1.5277,1.4716,1.4189,1.3678,1.3168,1.2653,1.2133,1.1616,1.1114,1.0638,1.0193,0.978,0.9399,0.9045,0.8716,0.8411,0.8131,0.7879,0.7654,0.7455,0.7279,0.7118,0.6968,0.6823,0.6679,0.6535,0.6393
"SVN",3.1593,3.0812,2.9302,2.7894,2.6588,2.5387,2.4293,2.3308,2.2436,2.1689,2.1076,2.0602,2.0267,2.0059,1.9952,1.9911,1.9896,1.9871,1.9803,1.9668,1.9446,1.9126,1.8729,1.8283,1.7808,1.7345,1.6941,1.6618,1.638,1.6215,1.6079,1.5915,1.5667,1.5296,1.4793,1.4165,1.344,1.267,1.1899,1.115,1.0436,0.9754,0.9094,0.8451,0.7835,0.7258,0.6737,0.6281,0.589,0.5565,0.5297,0.5077,0.4886,0.4711,0.4541,0.4369,0.4195,0.4021,0.3852,0.3689,0.3531,0.3381,0.3242,0.3114,0.2996,0.2889
"SWE",2.5433,2.4983,2.4118,2.3322,2.2594,2.1934,2.1337,2.0797,2.0303,1.9835,1.937,1.8884,1.8355,1.777,1.7127,1.6442,1.574,1.5052,1.4402,1.3797,1.3235,1.2698,1.2167,1.1632,1.1093,1.0558,1.0043,0.9565,0.9135,0.876,0.8446,0.8195,0.7995,0.7835,0.77,0.7578,0.7453,0.7317,0.7158,0.6969,0.6739,0.6462,0.6146,0.5803,0.5447,0.5098,0.4781,0.451,0.4295,0.4137,0.4026,0.3946,0.3874,0.3792,0.3693,0.3578,0.3454,0.3334,0.3225,0.3129,0.3044,0.2962,0.2878,0.2788,0.269,0.2588
"SWZ",26.9128,26.6714,26.1995,25.7492,25.3204,24.9135,24.5287,24.1657,23.824,23.5038,23.2041,22.9222,22.6535,22.39,22.1208,21.83,21.5011,21.1258,20.7008,20.2265,19.71,19.1638,18.6044,18.0452,17.4926,16.9475,16.4055,15.8588,15.3026,14.7378,14.1611,13.5686,12.966,12.3651,11.7804,11.2303,10.7333,10.3042,9.9556,9.6968,9.5384,9.486,9.5279,9.6474,9.8299,10.0641,10.3403,10.6418,10.9458,11.2277,11.4621,11.6286,11.7181,11.7225,11.6326,11.4365,11.1268,10.7169,10.2276,9.6785,9.093,8.4943,7.9045,7.3448,6.8333,6.3848
"SYR",22.2721,21.9663,21.3611,20.7692,20.1906,19.6251,19.0724,18.5315,18.001,17.4783,16.9603,16.4433,15.9231,15.396,14.8589,14.3073,13.7373,13.1508,12.552,11.9457,11.3385,10.7376,10.1504,9.5838,9.0427,8.5305,8.0476,7.5906,7.1568,6.746,6.3583,5.9939,5.6525,5.333,5.0342,4.7547,4.4931,4.2484,4.019,3.8039,3.6024,3.4147,3.2411,3.0813,2.9344,2.7998,2.677,2.5651,2.4628,2.3684,2.2783,2.1885,2.0983,2.0093,1.9243,1.8524,1.8046,1.7869,1.7999,1.8392,1.8945,1.9514,1.9957,2.0165,2.0091,1.9729
"TCD",31.7346,31.5946,31.3146,31.0344,30.754,30.4735,30.1934,29.9138,29.6354,29.3593,29.0865,28.8172,28.5506,28.2835,28.0109,27.7206,27.3988,27.0399,26.6445,26.2188,25.7768,25.3372,24.9184,24.5338,24.189,23.8842,23.6126,23.3599,23.1132,22.867,22.6155,22.3556,22.09,21.8224,21.5553,21.2947,21.0481,20.8202,20.6131,20.4257,20.2525,20.0856,19.9168,19.7407,19.5561,19.3667,19.1796,19.0018,18.8375,18.6857,18.547,18.4208,18.2991,18.1704,18.0236,17.8385,17.5938,17.2823,16.9052,16.4707,15.997,15.509,15.0338,14.5924,14.1954,13.8455
"TGO",33.4603,33.1076,32.4087,31.7232,31.0508,30.3918,29.7462,29.1138,28.4949,27.8894,27.2975,26.719,26.1537,25.6011,25.0603,24.5306,24.0111,23.501,22.9994,22.5055,22.0181,21.5363,21.0603,20.5908,20.1286,19.6742,19.2285,18.793,18.3697,17.9608,17.569,17.1966,16.8447,16.5135,16.2027,15.9123,15.6413,15.3872,15.1471,14.9185,14.6991,14.4872,14.2818,14.0818,13.8858,13.6989,13.5287,13.3752,13.2322,13.088,12.9179,12.6927,12.3968,12.0264,11.5887,11.1042,10.603,10.1194,9.681,9.3011,8.9849,8.7267,8.5061,8.3057,8.1189,7.941
"THA",20.2036,19.8684,19.2065,18.5617,17.934,17.3236,16.7302,16.1539,15.5943,15.0512,14.5239,14.0115,13.5125,13.0249,12.5462,12.0722,11.5987,11.1244,10.6494,10.1751,9.704,9.2399,8.788,8.353,7.9381,7.5466,7.1804,6.8382,6.5177,6.2174,5.9352,5.6687,5.4147,5.1702,4.9327,4.7,4.4702,4.2442,4.0232,3.808,3.6008,3.4043,3.2205,3.0509,2.8955,2.754,2.625,2.506,2.3944,2.2887,2.1876,2.0902,1.9966,1.9071,1.8215,1.7402,1.6641,1.5939,1.5297,1.4712,1.4176,1.3679,1.3209,1.2758,1.232,1.1895
"TJK",22.4159,22.2569,21.939,21.621,21.3028,20.9845,20.666,20.3474,20.0287,19.7102,19.3921,19.0749,18.7592,18.4464,18.1377,17.8351,17.54,17.2534,16.9761,16.7088,16.4522,16.2065,15.9706,15.7431,15.5227,15.3081,15.0979,14.891,14.6861,14.4821,14.2793,14.0787,13.8807,13.6843,13.4871,13.2864,13.0793,12.8628,12.6341,12.391,12.1298,11.8473,11.5449,11.2259,10.8943,10.5582,10.2275,9.9079,9.6016,9.3069,9.0151,8.7127,8.3893,8.0397,7.6661,7.2746,6.8751,6.4828,6.1113,5.7694,5.4658,5.2058,4.9854,4.7995,4.6442,4.5138
"TKM",19.9631,19.797,19.4666,19.1398,18.8165,18.4968,18.1805,17.8674,17.5573,17.2496,16.9438,16.6394,16.3361,16.0343,15.7347,15.4387,15.1478,14.8636,14.5873,14.3196,14.0615,13.8138,13.5755,13.3445,13.1188,12.8954,12.6709,12.4429,12.2103,11.9728,11.7293,11.4794,11.2265,10.9753,10.7309,10.5033,10.3037,10.136,9.9986,9.8863,9.7854,9.6783,9.5499,9.3912,9.2007,8.9851,8.7581,8.5361,8.3307,8.1449,7.9754,7.8142,7.6494,7.4729,7.2827,7.0782,6.8616,6.64,6.4209,6.2093,6.0117,5.8341,5.6779,5.5428,5.4277,5.3295
"TLS",40.2161,39.887,39.233,38.5872,37.9496,37.3203,36.6991,36.0859,35.4804,34.8821,34.2905,33.705,33.1251,32.5505,31.9813,31.3775,30.6873,29.9145,29.1061,28.3398,27.8232,27.8053,28.389,29.5545,31.1764,32.9576,34.5099,35.4949,35.6927,35.0472,33.6328,31.656,29.4651,27.3551,25.4666,23.8936,22.6521,21.6333,20.7372,19.9311,19.1638,18.38,17.5458,16.643,15.6685,14.6412,13.5993,12.5951,11.6698,10.8401,10.1098,9.468,8.8884,8.3506,7.8501,7.3914,6.9848,6.6383,6.3523,6.1184,5.9221,5.7452,5.5709,5.3862,5.1846,4.9651
"TTO",11.7418,11.5486,11.1524,10.7364,10.3006,9.846,9.3761,8.8956,8.4137,7.9463,7.5116,7.1278,6.8117,6.572,6.4061,6.3016,6.2378,6.187,6.1259,6.0426,5.9303,5.7905,5.6349,5.474,5.3104,5.1457,4.9805,4.815,4.6509,4.4909,4.3384,4.1962,4.0662,3.9496,3.8473,3.7594,3.6845,3.6204,3.5656,3.5197,3.4837,3.4597,3.4486,3.4501,3.4625,3.4843,3.5143,3.5489,3.5841,3.6157,3.6382,3.6467,3.6395,3.6166,3.5784,3.5272,3.4669,3.4027,3.339,3.2783,3.2218,3.1692,3.1185,3.0678,3.0167,2.9647
"TUN",30.5505,30.4985,30.3677,30.1835,29.9458,29.6542,29.3075,28.9045,28.4431,27.9187,27.327,26.665,25.9319,25.1318,24.2742,23.3733,22.4453,21.5048,20.5641,19.6307,18.7031,17.7728,16.8296,15.8701,14.8999,13.9254,12.9545,12.0008,11.0798,10.2053,9.3946,8.6628,8.0122,7.4401,6.9425,6.5083,6.1215,5.7645,5.4235,5.0924,4.7725,4.472,4.2022,3.9693,3.7713,3.6024,3.4541,3.3163,3.1809,3.0438,2.9025,2.7573,2.614,2.4779,2.352,2.2419,2.1534,2.0877,2.0437,2.0183,2.0053,1.9967,1.9845,1.9626,1.9279,1.8794
"TUR",29.5391,29.4796,29.3298,29.1184,28.8456,28.5114,28.1167,27.6636,27.1558,26.5988,26.0002,25.3692,24.7168,24.0544,23.3926,22.743,22.1146,21.5063,20.9144,20.3354,19.7589,19.1708,18.5601,17.9213,17.2554,16.5682,15.8702,15.1762,14.4993,13.8471,13.2242,12.6314,12.0638,11.5172,10.9912,10.4873,10.0076,9.5511,9.1145,8.693,8.2777,7.8583,7.4293,6.9892,6.5396,6.0867,5.6401,5.2111,4.8091,4.4384,4.0999,3.791,3.5054,3.2386,2.9903,2.7632,2.5615,2.3879,2.2423,2.1222,2.0229,1.9386,1.8629,1.7906,1.7183,1.6449
"TWN",12.8581,12.3562,11.3959,10.5222,9.7352,9.035,8.4213,7.8916,7.4424,7.0688,6.7629,6.5137,6.3059,6.1201,5.9345,5.716,5.4325,5.0756,4.6491,4.1644,3.6507,3.1479,2.6961,2.3242,2.0431,1.8518,1.7354,1.6618,1.6029,1.5462,1.4821,1.4076,1.3287,1.2509,1.1742,1.1001,1.0308,0.9691,0.9174,0.8768,0.8488,0.8349,0.8333,0.8413,0.8558,0.8724,0.8863,0.8941,0.8932,0.8827,0.8627,0.8353,0.8044,0.7732,0.7431,0.7149,0.6882,0.6622,0.6362,0.6106,0.5858,0.5625,0.5412,0.5222,0.5055,0.4912
"TZA",26.6709,26.4552,26.0367,25.6438,25.2765,24.9346,24.6176,24.3243,24.0523,23.7983,23.5575,23.3247,23.0934,22.8573,22.611,22.3502,22.0726,21.7797,21.4727,21.1512,20.811,20.4472,20.0619,19.6619,19.2565,18.8612,18.4933,18.1645,17.8819,17.6472,17.4554,17.2952,17.1509,17.0105,16.8694,16.7342,16.6175,16.5269,16.461,16.4082,16.3513,16.2701,16.1429,15.9502,15.6782,15.3088,14.8284,14.2478,13.5865,12.8644,12.1091,11.3508,10.6175,9.9336,9.3161,8.775,8.3092,7.9014,7.5364,7.2086,6.9137,6.6486,6.4111,6.1976,6.0032,5.8245
"UGA",28.0738,27.8193,27.3113,26.8051,26.3006,25.7975,25.2948,24.7919,24.2871,23.7772,23.2593,22.732,22.1961,21.6572,21.1255,20.6173,20.1505,19.7384,19.39,19.1094,18.8964,18.7456,18.6418,18.5702,18.5217,18.4886,18.4664,18.454,18.4492,18.4476,18.4499,18.4597,18.4778,18.5,18.5177,18.5179,18.4865,18.4134,18.2913,18.117,17.8934,17.6284,17.3335,17.0166,16.6786,16.3114,15.9019,15.4429,14.9356,14.3897,13.8211,13.2495,12.6955,12.1763,11.7026,11.2801,10.9076,10.5732,10.2665,9.9837,9.7229,9.4836,9.2647,9.0631,8.8738,8.6909
"UKR",13.9735,13.2404,11.8313,10.5366,9.3562,8.2901,7.338,6.4981,5.7678,5.1435,4.6193,4.1876,3.8384,3.559,3.3363,3.1579,3.0146,2.9019,2.8147,2.7463,2.696,2.6676,2.6647,2.686,2.7242,2.7678,2.804,2.8233,2.8193,2.7893,2.7344,2.6599,2.5766,2.4941,2.417,2.3492,2.2921,2.2439,2.2027,2.1687,2.1424,2.1243,2.1129,2.1061,2.1014,2.0954,2.0847,2.0671,2.0411,2.0058,1.9618,1.9111,1.8563,1.7995,1.7408,1.6786,1.6098,1.5329,1.4481,1.3575,1.2652,1.1762,1.0949,1.0248,0.9671,0.9219
"URY",6.5489,6.5152,6.4431,6.3617,6.2708,6.1709,6.0627,5.9477,5.8285,5.7095,5.5959,5.4931,5.4064,5.3391,5.2917,5.2635,5.2516,5.2493,5.2494,5.2468,5.2378,5.2201,5.1929,5.154,5.0997,5.0253,4.9266,4.803,4.6552,4.4846,4.2909,4.0741,3.8395,3.5952,3.3503,3.1175,2.9099,2.7341,2.5925,2.485,2.4052,2.3419,2.2822,2.2165,2.1419,2.0602,1.9775,1.9026,1.8419,1.7961,1.7639,1.7416,1.7237,1.7055,1.6851,1.6621,1.6377,1.614,1.5925,1.5727,1.5531,1.532,1.5078,1.4796,1.4475,1.4122
"USA",3.7071,3.6566,3.5592,3.4689,3.3859,3.31,3.2411,3.1788,3.1225,3.071,3.0231,2.9769,2.9304,2.8815,2.8282,2.7682,2.6993,2.622,2.537,2.4453,2.3485,2.2488,2.1486,2.0506,1.9565,1.8675,1.7838,1.7048,1.6301,1.5604,1.497,1.4412,1.3933,1.3527,1.3185,1.2887,1.2611,1.2335,1.2042,1.1724,1.1376,1.1002,1.0617,1.0239,0.9876,0.954,0.924,0.8979,0.8759,0.858,0.844,0.8338,0.8265,0.8208,0.8157,0.8101,0.8028,0.7934,0.7815,0.767,0.7501,0.7313,0.7115,0.6915,0.6719,0.6528
"UZB",16.0776,15.9733,15.7639,15.553,15.3405,15.1265,14.911,14.6941,14.4759,14.2567,14.0368,13.8164,13.5959,13.3756,13.1557,12.9351,12.7122,12.4869,12.2604,12.0348,11.8145,11.6046,11.4084,11.227,11.0602,10.9068,10.7643,10.6273,10.4898,10.3468,10.1922,10.0204,9.8303,9.6225,9.3983,9.1594,8.9085,8.6522,8.3977,8.1511,7.9214,7.7173,7.54,7.3879,7.2573,7.1406,7.0273,6.9065,6.7696,6.6122,6.4329,6.2339,6.0224,5.8046,5.5831,5.3567,5.1229,4.8811,4.6341,4.3875,4.1512,3.9359,3.7486,3.5932,3.4699,3.3756
"VEN",15.8922,15.6742,15.2359,14.7934,14.3465,13.8954,13.4407,12.9832,12.5245,12.0672,11.6145,11.1698,10.7365,10.317,9.9123,9.5211,9.1406,8.7672,8.3989,8.036,7.6805,7.3355,7.0042,6.6886,6.3892,6.1045,5.8316,5.5677,5.3111,5.062,4.8224,4.5954,4.3839,4.1896,4.0121,3.8497,3.6994,3.5579,3.4226,3.2928,3.1698,3.0564,2.9549,2.8658,2.7876,2.717,2.6497,2.5818,2.5105,2.4348,2.3553,2.2742,2.1949,2.1201,2.0507,1.9868,1.9275,1.8713,1.8169,1.764,1.7127,1.6636,1.6173,1.5741,1.5335,1.4952
"VNM",17.1759,16.8157,16.1094,15.4317,14.7824,14.1615,13.5684,13.0027,12.4636,11.9493,11.458,10.9885,10.5402,10.1143,9.7141,9.3503,9.0365,8.7775,8.5709,8.4083,8.2713,8.137,7.9859,7.805,7.5904,7.3478,7.0908,6.8395,6.6092,6.4048,6.2259,6.0671,5.9177,5.7699,5.6215,5.4742,5.3318,5.1987,5.0767,4.9639,4.8556,4.7454,4.6277,4.4995,4.3605,4.2127,4.0606,3.9104,3.7672,3.6336,3.5107,3.3983,3.2938,3.1948,3.1004,3.01,2.9232,2.8398,2.7593,2.6813,2.6051,2.5303,2.4569,2.3851,2.3149,2.2467
"VUT",26.5973,26.2961,25.6967,25.1028,24.5146,23.9319,23.3545,22.7821,22.2143,21.6499,21.0881,20.5278,19.9682,19.4092,18.8516,18.297,17.7474,17.205,16.6713,16.1474,15.6335,15.129,14.6327,14.1431,13.6599,13.1805,12.7023,12.2256,11.7525,11.2867,10.8353,10.4071,10.0072,9.6377,9.2976,8.9824,8.6847,8.3952,8.1062,7.8139,7.5159,7.2126,6.9085,6.608,6.3131,6.0258,5.7479,5.4805,5.2248,4.9818,4.7529,4.5384,4.3376,4.1498,3.9744,3.811,3.6589,3.5175,3.3857,3.2626,3.1478,3.041,2.9421,2.8507,2.7658,2.6867
"WSM",16.7312,16.5402,16.1608,15.7865,15.4174,15.0534,14.6945,14.3409,13.9925,13.6494,13.3117,12.9794,12.6525,12.3307,12.0137,11.7008,11.3914,11.0851,10.7816,10.4808,10.1827,9.8874,9.5957,9.3079,9.0245,8.7458,8.4723,8.2038,7.9404,7.6818,7.428,7.1786,6.9333,6.6915,6.453,6.2166,5.9816,5.7478,5.5159,5.287,5.0624,4.8439,4.6332,4.432,4.2418,4.0645,3.9015,3.7523,3.6154,3.4892,3.3711,3.2579,3.1469,3.0363,2.9253,2.8139,2.7031,2.5956,2.4937,2.3987,2.3119,2.2347,2.1666,2.1071,2.0554,2.0103
"YEM",37.2973,37.215,37.0809,37.0076,36.9952,37.041,37.1348,37.2631,37.3994,37.4979,37.5059,37.37,37.0404,36.4895,35.721,34.767,33.6836,32.5476,31.4229,30.3419,29.3195,28.3485,27.3963,26.4377,25.4695,24.4869,23.4873,22.477,21.4657,20.4632,19.4798,18.5253,17.6098,16.7439,15.9373,15.2015,14.545,13.9653,13.4563,13.0123,12.625,12.2845,11.978,11.6934,11.4214,11.1593,10.9099,10.6759,10.4548,10.2374,10.0053,9.7375,9.4247,9.066,8.668,8.2482,7.831,7.4418,7.0999,6.8134,6.5835,6.4027,6.2525,6.1168,5.9883,5.8623
"ZAF",20.4391,20.101,19.4481,18.8422,18.2831,17.7708,17.3049,16.8837,16.5048,16.1642,15.8563,15.5741,15.3081,15.0474,14.7807,14.493,14.1706,13.8112,13.417,12.9924,12.5483,12.1005,11.6653,11.255,10.8749,10.5249,10.1987,9.8846,9.5736,9.263,8.9506,8.6357,8.3231,8.0184,7.726,7.4491,7.1896,6.9516,6.7408,6.5645,6.4341,6.3612,6.3488,6.395,6.4947,6.6437,6.8365,7.0572,7.2861,7.5043,7.6931,7.8371,7.928,7.9572,7.915,7.786,7.5573,7.237,6.8426,6.3936,5.9189,5.4503,5.0151,4.6347,4.3223,4.0828
"ZMB",25.8513,25.6483,25.245,24.8472,24.4548,24.0681,23.6874,23.3129,22.9453,22.5859,22.2357,21.8954,21.5647,21.2417,20.9225,20.5979,20.2572,19.8955,19.513,19.1145,18.7074,18.3018,17.9122,17.5528,17.2342,16.967,16.7577,16.6042,16.5025,16.4508,16.4484,16.4942,16.5799,16.6941,16.8252,16.9638,17.1032,17.2357,17.3504,17.4343,17.4765,17.4696,17.4104,17.2938,17.1121,16.8512,16.4971,16.0517,15.5248,14.9303,14.2878,13.6198,12.9504,12.3016,11.6894,11.1242,10.6075,10.1289,9.6799,9.2597,8.8678,8.5039,8.1665,7.8529,7.5608,7.2873
"ZWE",19.9025,19.7081,19.3231,18.9456,18.5755,18.2129,17.858,17.511,17.1724,16.843,16.5236,16.2151,15.9178,15.6317,15.356,15.09,14.8336,14.5844,14.3395,14.0956,13.85,13.6007,13.3457,13.082,12.8061,12.51,12.1853,11.8317,11.4535,11.0582,10.6566,10.261,9.8856,9.5431,9.2431,8.9917,8.7907,8.6344,8.5182,8.4416,8.4068,8.4166,8.4691,8.5595,8.6808,8.831,9.0095,9.208,9.4119,9.6035,9.759,9.855,9.8788,9.8233,9.6855,9.4652,9.1683,8.8163,8.4326,8.036,7.6463,7.2803,6.9456,6.6476,6.3919,6.1797
"ATA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
